,mean_dep_delay,mean_arr_delay,pct_dep_delayed_15,pct_arr_delayed_15,cancel_rate,divert_rate
Cluster_0,9.861140465972348,4.945061013388926,0.2297700737324769,0.2408444219768122,0.0,0.0
Cluster_1,6.334591113277449,0.3325200427274506,0.16917730340261727,0.17384614847899235,0.0,0.0
Cluster_2,9.59064987463377,3.357950117033578,0.18982995195352964,0.19810469333636493,0.0,0.0
Cluster_3,2.130307686541993,-2.460293070494323,0.12217516770977777,0.160176891653862,0.0,0.0
Cluster_4,11.890268571958389,8.599478901886748,0.231315285214054,0.2572893640119015,0.0,0.0
Cluster_5,5.14954128440367,4.49434250764526,0.11391437308868502,0.13547400611620794,0.0,0.0
